RoomWithObject	RoomWithoutObject	Cue1	Cue2	Alternative1	Alternative2	ExtLure1	ExtLure2	TrialType	OldOrNew
580_01.jpg	580_02.jpg	580_kreis01.png	580_kreis02.png	JPEG\580_01.jpg	JPEG\580_02.jpg	JPEG\221_02.jpg	JPEG\541_01.jpg	1	0
591_01.jpg	591_02.jpg	591_kreis01.png	591_kreis02.png	JPEG\591_01.jpg	JPEG\591_02.jpg	JPEG\541_01.jpg	JPEG\221_02.jpg	1	0
592_01.jpg	592_02.jpg	592_kreis01.png	592_kreis02.png	JPEG\592_01.jpg	JPEG\592_02.jpg	JPEG\52_01.jpg	JPEG\273_01.jpg	1	0
594_01.jpg	594_02.jpg	594_kreis01.png	594_kreis02.png	JPEG\594_01.jpg	JPEG\594_02.jpg	JPEG\555_02.jpg	JPEG\530_01.jpg	1	0
601_01.jpg	601_02.jpg	601_kreis01.png	601_kreis02.png	JPEG\601_01.jpg	JPEG\601_02.jpg	JPEG\515_02.jpg	JPEG\106_02.jpg	1	0
622_01.jpg	622_02.jpg	622_kreis01.png	622_kreis02.png	JPEG\622_01.jpg	JPEG\622_02.jpg	JPEG\297_02.jpg	JPEG\297_01.jpg	1	0
626_01.jpg	626_02.jpg	626_kreis01.png	626_kreis02.png	JPEG\626_01.jpg	JPEG\626_02.jpg	JPEG\106_02.jpg	JPEG\515_02.jpg	1	0
631_01.jpg	631_02.jpg	631_kreis01.png	631_kreis02.png	JPEG\631_01.jpg	JPEG\631_02.jpg	JPEG\605_02.jpg	JPEG\645_02.jpg	1	0
69_01.jpg	69_02.jpg	69_kreis01.png	69_kreis02.png	JPEG\69_01.jpg	JPEG\69_02.jpg	JPEG\277_02.jpg	JPEG\162_01.jpg	1	0
87_01.jpg	87_02.jpg	87_kreis01.png	87_kreis02.png	JPEG\87_01.jpg	JPEG\87_02.jpg	JPEG\522_01.jpg	JPEG\522_02.jpg	1	0
