RoomWithObject	RoomWithoutObject	Cue1	Cue2	Alternative1	Alternative2	ExtLure1	ExtLure2	TrialType	OldOrNew
81_01.jpg	81_02.jpg	81_kreis_01.png	81_kreis_02.png	JPEG\81_01.jpg	JPEG\81_02.jpg	JPEG\603_01.jpg	JPEG\603_02.jpg	1	1
82_01.jpg	82_02.jpg	82_kreis_01.png	82_kreis_02.png	JPEG\82_01.jpg	JPEG\82_02.jpg	JPEG\604_01.jpg	JPEG\604_02.jpg	1	1
83_01.jpg	83_02.jpg	83_kreis_01.png	83_kreis_02.png	JPEG\83_01.jpg	JPEG\83_02.jpg	JPEG\605_01.jpg	JPEG\605_02.jpg	1	1
84_01.jpg	84_02.jpg	84_kreis_01.png	84_kreis_02.png	JPEG\84_01.jpg	JPEG\84_02.jpg	JPEG\606_01.jpg	JPEG\606_02.jpg	1	1
85_01.jpg	85_02.jpg	85_kreis_01.png	85_kreis_02.png	JPEG\85_01.jpg	JPEG\85_02.jpg	JPEG\607_01.jpg	JPEG\607_02.jpg	1	1
86_01.jpg	86_02.jpg	86_kreis_01.png	86_kreis_02.png	JPEG\86_01.jpg	JPEG\86_02.jpg	JPEG\608_01.jpg	JPEG\608_02.jpg	1	1
88_01.jpg	88_02.jpg	88_kreis_01.png	88_kreis_02.png	JPEG\88_01.jpg	JPEG\88_02.jpg	JPEG\609_01.jpg	JPEG\609_02.jpg	1	1
89_01.jpg	89_02.jpg	89_kreis_01.png	89_kreis_02.png	JPEG\89_01.jpg	JPEG\89_02.jpg	JPEG\610_01.jpg	JPEG\610_02.jpg	1	1
90_01.jpg	90_02.jpg	90_kreis_01.png	90_kreis_02.png	JPEG\90_01.jpg	JPEG\90_02.jpg	JPEG\611_01.jpg	JPEG\611_02.jpg	1	1
91_01.jpg	91_02.jpg	91_kreis_01.png	91_kreis_02.png	JPEG\91_01.jpg	JPEG\91_02.jpg	JPEG\612_01.jpg	JPEG\612_02.jpg	1	1
92_01.jpg	92_02.jpg	92_kreis_01.png	92_kreis_02.png	JPEG\92_01.jpg	JPEG\92_02.jpg	JPEG\613_01.jpg	JPEG\613_02.jpg	1	1
93_01.jpg	93_02.jpg	93_kreis_01.png	93_kreis_02.png	JPEG\93_01.jpg	JPEG\93_02.jpg	JPEG\614_01.jpg	JPEG\614_02.jpg	1	1
94_01.jpg	94_02.jpg	94_kreis_01.png	94_kreis_02.png	JPEG\94_01.jpg	JPEG\94_02.jpg	JPEG\615_01.jpg	JPEG\615_02.jpg	1	1
95_01.jpg	95_02.jpg	95_kreis_01.png	95_kreis_02.png	JPEG\95_01.jpg	JPEG\95_02.jpg	JPEG\616_01.jpg	JPEG\616_02.jpg	1	1
96_01.jpg	96_02.jpg	96_kreis_01.png	96_kreis_02.png	JPEG\96_01.jpg	JPEG\96_02.jpg	JPEG\617_01.jpg	JPEG\617_02.jpg	1	1
97_01.jpg	97_02.jpg	97_kreis_01.png	97_kreis_02.png	JPEG\97_01.jpg	JPEG\97_02.jpg	JPEG\618_01.jpg	JPEG\618_02.jpg	1	1
98_01.jpg	98_02.jpg	98_kreis_01.png	98_kreis_02.png	JPEG\98_01.jpg	JPEG\98_02.jpg	JPEG\619_01.jpg	JPEG\619_02.jpg	1	1
99_01.jpg	99_02.jpg	99_kreis_01.png	99_kreis_02.png	JPEG\99_01.jpg	JPEG\99_02.jpg	JPEG\620_01.jpg	JPEG\620_02.jpg	1	1
100_01.jpg	100_02.jpg	100_kreis_01.png	100_kreis_02.png	JPEG\100_01.jpg	JPEG\100_02.jpg	JPEG\621_01.jpg	JPEG\621_02.jpg	1	1
101_01.jpg	101_02.jpg	101_kreis_01.png	101_kreis_02.png	JPEG\101_01.jpg	JPEG\101_02.jpg	JPEG\632_01.jpg	JPEG\632_02.jpg	1	1
102_01.jpg	102_02.jpg	102_kreis_01.png	102_kreis_02.png	JPEG\102_01.jpg	JPEG\102_02.jpg	JPEG\633_01.jpg	JPEG\633_02.jpg	1	1
103_01.jpg	103_02.jpg	103_kreis_01.png	103_kreis_02.png	JPEG\103_01.jpg	JPEG\103_02.jpg	JPEG\634_01.jpg	JPEG\634_02.jpg	1	1
104_01.jpg	104_02.jpg	104_kreis_01.png	104_kreis_02.png	JPEG\104_01.jpg	JPEG\104_02.jpg	JPEG\635_01.jpg	JPEG\635_02.jpg	1	1
105_01.jpg	105_02.jpg	105_kreis_01.png	105_kreis_02.png	JPEG\105_01.jpg	JPEG\105_02.jpg	JPEG\636_01.jpg	JPEG\636_02.jpg	1	1
106_01.jpg	106_02.jpg	106_kreis_01.png	106_kreis_02.png	JPEG\106_01.jpg	JPEG\106_02.jpg	JPEG\637_01.jpg	JPEG\637_02.jpg	1	1
107_01.jpg	107_02.jpg	107_kreis_01.png	107_kreis_02.png	JPEG\107_01.jpg	JPEG\107_02.jpg	JPEG\638_01.jpg	JPEG\638_02.jpg	1	1
108_01.jpg	108_02.jpg	108_kreis_01.png	108_kreis_02.png	JPEG\108_01.jpg	JPEG\108_02.jpg	JPEG\639_01.jpg	JPEG\639_02.jpg	1	1
109_01.jpg	109_02.jpg	109_kreis_01.png	109_kreis_02.png	JPEG\109_01.jpg	JPEG\109_02.jpg	JPEG\640_01.jpg	JPEG\640_02.jpg	1	1
110_01.jpg	110_02.jpg	110_kreis_01.png	110_kreis_02.png	JPEG\110_01.jpg	JPEG\110_02.jpg	JPEG\641_01.jpg	JPEG\641_02.jpg	1	1
112_01.jpg	112_02.jpg	112_kreis_01.png	112_kreis_02.png	JPEG\112_01.jpg	JPEG\112_02.jpg	JPEG\642_01.jpg	JPEG\642_02.jpg	1	1
113_01.jpg	113_02.jpg	113_kreis_01.png	113_kreis_02.png	JPEG\113_01.jpg	JPEG\113_02.jpg	JPEG\643_01.jpg	JPEG\643_02.jpg	1	1
