RoomWobjects	Cue1	Cue2	Obj1	Obj2	ExtLure	TrialType	OldOrNew	
241_01.jpg	241_kreis01.png	241_kreis02.png	JPEG\241_01.jpg	JPEG\241_02.jpg	JPEG\285_02.jpg	JPEG\375_01.jpg	1	3
254_01.jpg	254_kreis01.png	254_kreis02.png	JPEG\254_01.jpg	JPEG\254_02.jpg	JPEG\313_01.jpg	JPEG\645_01.jpg	1	3
290_01.jpg	290_kreis01.png	290_kreis02.png	JPEG\290_01.jpg	JPEG\290_02.jpg	JPEG\645_01.jpg	JPEG\313_01.jpg	1	3
302_01.jpg	302_kreis01.png	302_kreis02.png	JPEG\302_01.jpg	JPEG\302_02.jpg	JPEG\532_01.jpg	JPEG\502_01.jpg	1	3
312_01.jpg	312_kreis01.png	312_kreis02.png	JPEG\312_01.jpg	JPEG\312_02.jpg	JPEG\406_02.jpg	JPEG\90_01.jpg	1	3
341_01.jpg	341_kreis01.png	341_kreis02.png	JPEG\341_01.jpg	JPEG\341_02.jpg	JPEG\534_02.jpg	JPEG\258_02.jpg	1	3
346_01.jpg	346_kreis01.png	346_kreis02.png	JPEG\346_01.jpg	JPEG\346_02.jpg	JPEG\268_01.jpg	JPEG\523_01.jpg	1	3
348_01.jpg	348_kreis01.png	348_kreis02.png	JPEG\348_01.jpg	JPEG\348_02.jpg	JPEG\461_02.jpg	JPEG\461_01.jpg	1	3
351_01.jpg	351_kreis01.png	351_kreis02.png	JPEG\351_01.jpg	JPEG\351_02.jpg	JPEG\640_01.jpg	JPEG\640_02.jpg	1	3
367_01.jpg	367_kreis01.png	367_kreis02.png	JPEG\367_01.jpg	JPEG\367_02.jpg	JPEG\162_01.jpg	JPEG\277_02.jpg	1	3
382_01.jpg	382_kreis01.png	382_kreis02.png	JPEG\382_01.jpg	JPEG\382_02.jpg	JPEG\453_01.jpg	JPEG\375_02.jpg	1	3
389_01.jpg	389_kreis01.png	389_kreis02.png	JPEG\389_01.jpg	JPEG\389_02.jpg	JPEG\88_02.jpg	JPEG\153_02.jpg	1	3
392_01.jpg	392_kreis01.png	392_kreis02.png	JPEG\392_01.jpg	JPEG\392_02.jpg	JPEG\394_01.jpg	JPEG\170_01.jpg	1	3
400_01.jpg	400_kreis01.png	400_kreis02.png	JPEG\400_01.jpg	JPEG\400_02.jpg	JPEG\573_02.jpg	JPEG\342_02.jpg	1	3
403_01.jpg	403_kreis01.png	403_kreis02.png	JPEG\403_01.jpg	JPEG\403_02.jpg	JPEG\375_02.jpg	JPEG\453_01.jpg	1	3
418_01.jpg	418_kreis01.png	418_kreis02.png	JPEG\418_01.jpg	JPEG\418_02.jpg	JPEG\619_01.jpg	JPEG\642_02.jpg	1	3
424_01.jpg	424_kreis01.png	424_kreis02.png	JPEG\424_01.jpg	JPEG\424_02.jpg	JPEG\640_02.jpg	JPEG\640_01.jpg	1	3
446_01.jpg	446_kreis01.png	446_kreis02.png	JPEG\446_01.jpg	JPEG\446_02.jpg	JPEG\273_01.jpg	JPEG\52_01.jpg	1	3
456_01.jpg	456_kreis01.png	456_kreis02.png	JPEG\456_01.jpg	JPEG\456_02.jpg	JPEG\297_01.jpg	JPEG\297_02.jpg	1	3
469_01.jpg	469_kreis01.png	469_kreis02.png	JPEG\469_01.jpg	JPEG\469_02.jpg	JPEG\170_01.jpg	JPEG\394_01.jpg	1	3
470_01.jpg	470_kreis01.png	470_kreis02.png	JPEG\470_01.jpg	JPEG\470_02.jpg	JPEG\612_01.jpg	JPEG\612_02.jpg	1	3
480_01.jpg	480_kreis01.png	480_kreis02.png	JPEG\480_01.jpg	JPEG\480_02.jpg	JPEG\612_02.jpg	JPEG\612_01.jpg	1	3
484_01.jpg	484_kreis01.png	484_kreis02.png	JPEG\484_01.jpg	JPEG\484_02.jpg	JPEG\153_02.jpg	JPEG\88_02.jpg	1	3
486_01.jpg	486_kreis01.png	486_kreis02.png	JPEG\486_01.jpg	JPEG\486_02.jpg	JPEG\342_02.jpg	JPEG\573_02.jpg	1	3
494_01.jpg	494_kreis01.png	494_kreis02.png	JPEG\494_01.jpg	JPEG\494_02.jpg	JPEG\207_02.jpg	JPEG\145_02.jpg	1	3
499_01.jpg	499_kreis01.png	499_kreis02.png	JPEG\499_01.jpg	JPEG\499_02.jpg	JPEG\114_02.jpg	JPEG\97_02.jpg	1	3
505_01.jpg	505_kreis01.png	505_kreis02.png	JPEG\505_01.jpg	JPEG\505_02.jpg	JPEG\267_02.jpg	JPEG\127_01.jpg	1	3
512_01.jpg	512_kreis01.png	512_kreis02.png	JPEG\512_01.jpg	JPEG\512_02.jpg	JPEG\330_01.jpg	JPEG\145_01.jpg	1	3
524_01.jpg	524_kreis01.png	524_kreis02.png	JPEG\524_01.jpg	JPEG\524_02.jpg	JPEG\642_02.jpg	JPEG\619_01.jpg	1	3
531_01.jpg	531_kreis01.png	531_kreis02.png	JPEG\531_01.jpg	JPEG\531_02.jpg	JPEG\145_01.jpg	JPEG\330_01.jpg	1	3
537_01.jpg	537_kreis01.png	537_kreis02.png	JPEG\537_01.jpg	JPEG\537_02.jpg	JPEG\97_02.jpg	JPEG\114_02.jpg	1	3
552_01.jpg	552_kreis01.png	552_kreis02.png	JPEG\552_01.jpg	JPEG\552_02.jpg	JPEG\645_02.jpg	JPEG\605_02.jpg	1	3
561_01.jpg	561_kreis01.png	561_kreis02.png	JPEG\561_01.jpg	JPEG\561_02.jpg	JPEG\145_02.jpg	JPEG\207_02.jpg	1	3
580_01.jpg	580_kreis01.png	580_kreis02.png	JPEG\580_01.jpg	JPEG\580_02.jpg	JPEG\221_02.jpg	JPEG\541_01.jpg	1	3
591_01.jpg	591_kreis01.png	591_kreis02.png	JPEG\591_01.jpg	JPEG\591_02.jpg	JPEG\541_01.jpg	JPEG\221_02.jpg	1	3
592_01.jpg	592_kreis01.png	592_kreis02.png	JPEG\592_01.jpg	JPEG\592_02.jpg	JPEG\52_01.jpg	JPEG\273_01.jpg	1	3
594_01.jpg	594_kreis01.png	594_kreis02.png	JPEG\594_01.jpg	JPEG\594_02.jpg	JPEG\555_02.jpg	JPEG\530_01.jpg	1	3
601_01.jpg	601_kreis01.png	601_kreis02.png	JPEG\601_01.jpg	JPEG\601_02.jpg	JPEG\515_02.jpg	JPEG\106_02.jpg	1	3
622_01.jpg	622_kreis01.png	622_kreis02.png	JPEG\622_01.jpg	JPEG\622_02.jpg	JPEG\297_02.jpg	JPEG\297_01.jpg	1	3
626_01.jpg	626_kreis01.png	626_kreis02.png	JPEG\626_01.jpg	JPEG\626_02.jpg	JPEG\106_02.jpg	JPEG\515_02.jpg	1	3
631_01.jpg	631_kreis01.png	631_kreis02.png	JPEG\631_01.jpg	JPEG\631_02.jpg	JPEG\605_02.jpg	JPEG\645_02.jpg	1	3
69_01.jpg	69_kreis01.png	69_kreis02.png	JPEG\69_01.jpg	JPEG\69_02.jpg	JPEG\277_02.jpg	JPEG\162_01.jpg	1	3
87_01.jpg	87_kreis01.png	87_kreis02.png	JPEG\87_01.jpg	JPEG\87_02.jpg	JPEG\522_01.jpg	JPEG\522_02.jpg	1	3
51_01.jpg	51_kreis_01.png	51_kreis_02.png	JPEG\51_01.jpg	JPEG\51_02.jpg	JPEG\313_01.jpg	JPEG\313_02.jpg	1	4
52_01.jpg	52_kreis_01.png	52_kreis_02.png	JPEG\52_01.jpg	JPEG\52_02.jpg	JPEG\314_01.jpg	JPEG\314_02.jpg	1	4
53_01.jpg	53_kreis_01.png	53_kreis_02.png	JPEG\53_01.jpg	JPEG\53_02.jpg	JPEG\315_01.jpg	JPEG\315_02.jpg	1	4
54_01.jpg	54_kreis_01.png	54_kreis_02.png	JPEG\54_01.jpg	JPEG\54_02.jpg	JPEG\316_01.jpg	JPEG\316_02.jpg	1	4
55_01.jpg	55_kreis_01.png	55_kreis_02.png	JPEG\55_01.jpg	JPEG\55_02.jpg	JPEG\317_01.jpg	JPEG\317_02.jpg	1	4
56_01.jpg	56_kreis_01.png	56_kreis_02.png	JPEG\56_01.jpg	JPEG\56_02.jpg	JPEG\318_01.jpg	JPEG\318_02.jpg	1	4
57_01.jpg	57_kreis_01.png	57_kreis_02.png	JPEG\57_01.jpg	JPEG\57_02.jpg	JPEG\319_01.jpg	JPEG\319_02.jpg	1	4
58_01.jpg	58_kreis_01.png	58_kreis_02.png	JPEG\58_01.jpg	JPEG\58_02.jpg	JPEG\320_01.jpg	JPEG\320_02.jpg	1	4
59_01.jpg	59_kreis_01.png	59_kreis_02.png	JPEG\59_01.jpg	JPEG\59_02.jpg	JPEG\321_01.jpg	JPEG\321_02.jpg	1	4
60_01.jpg	60_kreis_01.png	60_kreis_02.png	JPEG\60_01.jpg	JPEG\60_02.jpg	JPEG\322_01.jpg	JPEG\322_02.jpg	1	4
61_01.jpg	61_kreis_01.png	61_kreis_02.png	JPEG\61_01.jpg	JPEG\61_02.jpg	JPEG\323_01.jpg	JPEG\323_02.jpg	1	4
62_01.jpg	62_kreis_01.png	62_kreis_02.png	JPEG\62_01.jpg	JPEG\62_02.jpg	JPEG\324_01.jpg	JPEG\324_02.jpg	1	4
63_01.jpg	63_kreis_01.png	63_kreis_02.png	JPEG\63_01.jpg	JPEG\63_02.jpg	JPEG\325_01.jpg	JPEG\325_02.jpg	1	4
64_01.jpg	64_kreis_01.png	64_kreis_02.png	JPEG\64_01.jpg	JPEG\64_02.jpg	JPEG\326_01.jpg	JPEG\326_02.jpg	1	4
65_01.jpg	65_kreis_01.png	65_kreis_02.png	JPEG\65_01.jpg	JPEG\65_02.jpg	JPEG\327_01.jpg	JPEG\327_02.jpg	1	4
66_01.jpg	66_kreis_01.png	66_kreis_02.png	JPEG\66_01.jpg	JPEG\66_02.jpg	JPEG\328_01.jpg	JPEG\328_02.jpg	1	4
67_01.jpg	67_kreis_01.png	67_kreis_02.png	JPEG\67_01.jpg	JPEG\67_02.jpg	JPEG\329_01.jpg	JPEG\329_02.jpg	1	4
68_01.jpg	68_kreis_01.png	68_kreis_02.png	JPEG\68_01.jpg	JPEG\68_02.jpg	JPEG\330_01.jpg	JPEG\330_02.jpg	1	4
70_01.jpg	70_kreis_01.png	70_kreis_02.png	JPEG\70_01.jpg	JPEG\70_02.jpg	JPEG\331_01.jpg	JPEG\331_02.jpg	1	4
71_01.jpg	71_kreis_01.png	71_kreis_02.png	JPEG\71_01.jpg	JPEG\71_02.jpg	JPEG\332_01.jpg	JPEG\332_02.jpg	1	4
72_01.jpg	72_kreis_01.png	72_kreis_02.png	JPEG\72_01.jpg	JPEG\72_02.jpg	JPEG\333_01.jpg	JPEG\333_02.jpg	1	4
73_01.jpg	73_kreis_01.png	73_kreis_02.png	JPEG\73_01.jpg	JPEG\73_02.jpg	JPEG\334_01.jpg	JPEG\334_02.jpg	1	4
74_01.jpg	74_kreis_01.png	74_kreis_02.png	JPEG\74_01.jpg	JPEG\74_02.jpg	JPEG\335_01.jpg	JPEG\335_02.jpg	1	4
75_01.jpg	75_kreis_01.png	75_kreis_02.png	JPEG\75_01.jpg	JPEG\75_02.jpg	JPEG\336_01.jpg	JPEG\336_02.jpg	1	4
76_01.jpg	76_kreis_01.png	76_kreis_02.png	JPEG\76_01.jpg	JPEG\76_02.jpg	JPEG\337_01.jpg	JPEG\337_02.jpg	1	4
77_01.jpg	77_kreis_01.png	77_kreis_02.png	JPEG\77_01.jpg	JPEG\77_02.jpg	JPEG\338_01.jpg	JPEG\338_02.jpg	1	4
78_01.jpg	78_kreis_01.png	78_kreis_02.png	JPEG\78_01.jpg	JPEG\78_02.jpg	JPEG\339_01.jpg	JPEG\339_02.jpg	1	4
79_01.jpg	79_kreis_01.png	79_kreis_02.png	JPEG\79_01.jpg	JPEG\79_02.jpg	JPEG\340_01.jpg	JPEG\340_02.jpg	1	4
80_01.jpg	80_kreis_01.png	80_kreis_02.png	JPEG\80_01.jpg	JPEG\80_02.jpg	JPEG\602_01.jpg	JPEG\602_02.jpg	1	4
81_01.jpg	81_kreis_01.png	81_kreis_02.png	JPEG\81_01.jpg	JPEG\81_02.jpg	JPEG\603_01.jpg	JPEG\603_02.jpg	1	4
82_01.jpg	82_kreis_01.png	82_kreis_02.png	JPEG\82_01.jpg	JPEG\82_02.jpg	JPEG\604_01.jpg	JPEG\604_02.jpg	1	4
83_01.jpg	83_kreis_01.png	83_kreis_02.png	JPEG\83_01.jpg	JPEG\83_02.jpg	JPEG\605_01.jpg	JPEG\605_02.jpg	1	4
84_01.jpg	84_kreis_01.png	84_kreis_02.png	JPEG\84_01.jpg	JPEG\84_02.jpg	JPEG\606_01.jpg	JPEG\606_02.jpg	1	4
85_01.jpg	85_kreis_01.png	85_kreis_02.png	JPEG\85_01.jpg	JPEG\85_02.jpg	JPEG\607_01.jpg	JPEG\607_02.jpg	1	4
86_01.jpg	86_kreis_01.png	86_kreis_02.png	JPEG\86_01.jpg	JPEG\86_02.jpg	JPEG\608_01.jpg	JPEG\608_02.jpg	1	4
88_01.jpg	88_kreis_01.png	88_kreis_02.png	JPEG\88_01.jpg	JPEG\88_02.jpg	JPEG\609_01.jpg	JPEG\609_02.jpg	1	4
89_01.jpg	89_kreis_01.png	89_kreis_02.png	JPEG\89_01.jpg	JPEG\89_02.jpg	JPEG\610_01.jpg	JPEG\610_02.jpg	1	4
90_01.jpg	90_kreis_01.png	90_kreis_02.png	JPEG\90_01.jpg	JPEG\90_02.jpg	JPEG\611_01.jpg	JPEG\611_02.jpg	1	4
91_01.jpg	91_kreis_01.png	91_kreis_02.png	JPEG\91_01.jpg	JPEG\91_02.jpg	JPEG\612_01.jpg	JPEG\612_02.jpg	1	4
92_01.jpg	92_kreis_01.png	92_kreis_02.png	JPEG\92_01.jpg	JPEG\92_02.jpg	JPEG\613_01.jpg	JPEG\613_02.jpg	1	4
93_01.jpg	93_kreis_01.png	93_kreis_02.png	JPEG\93_01.jpg	JPEG\93_02.jpg	JPEG\614_01.jpg	JPEG\614_02.jpg	1	4
94_01.jpg	94_kreis_01.png	94_kreis_02.png	JPEG\94_01.jpg	JPEG\94_02.jpg	JPEG\615_01.jpg	JPEG\615_02.jpg	1	4
95_01.jpg	95_kreis_01.png	95_kreis_02.png	JPEG\95_01.jpg	JPEG\95_02.jpg	JPEG\616_01.jpg	JPEG\616_02.jpg	1	4
96_01.jpg	96_kreis_01.png	96_kreis_02.png	JPEG\96_01.jpg	JPEG\96_02.jpg	JPEG\617_01.jpg	JPEG\617_02.jpg	1	4
97_01.jpg	97_kreis_01.png	97_kreis_02.png	JPEG\97_01.jpg	JPEG\97_02.jpg	JPEG\618_01.jpg	JPEG\618_02.jpg	1	4
98_01.jpg	98_kreis_01.png	98_kreis_02.png	JPEG\98_01.jpg	JPEG\98_02.jpg	JPEG\619_01.jpg	JPEG\619_02.jpg	1	4
99_01.jpg	99_kreis_01.png	99_kreis_02.png	JPEG\99_01.jpg	JPEG\99_02.jpg	JPEG\620_01.jpg	JPEG\620_02.jpg	1	4
100_01.jpg	100_kreis_01.png	100_kreis_02.png	JPEG\100_01.jpg	JPEG\100_02.jpg	JPEG\621_01.jpg	JPEG\621_02.jpg	1	4
101_01.jpg	101_kreis_01.png	101_kreis_02.png	JPEG\101_01.jpg	JPEG\101_02.jpg	JPEG\632_01.jpg	JPEG\632_02.jpg	1	4
102_01.jpg	102_kreis_01.png	102_kreis_02.png	JPEG\102_01.jpg	JPEG\102_02.jpg	JPEG\633_01.jpg	JPEG\633_02.jpg	1	4
103_01.jpg	103_kreis_01.png	103_kreis_02.png	JPEG\103_01.jpg	JPEG\103_02.jpg	JPEG\634_01.jpg	JPEG\634_02.jpg	1	4
104_01.jpg	104_kreis_01.png	104_kreis_02.png	JPEG\104_01.jpg	JPEG\104_02.jpg	JPEG\635_01.jpg	JPEG\635_02.jpg	1	4
105_01.jpg	105_kreis_01.png	105_kreis_02.png	JPEG\105_01.jpg	JPEG\105_02.jpg	JPEG\636_01.jpg	JPEG\636_02.jpg	1	4
106_01.jpg	106_kreis_01.png	106_kreis_02.png	JPEG\106_01.jpg	JPEG\106_02.jpg	JPEG\637_01.jpg	JPEG\637_02.jpg	1	4
107_01.jpg	107_kreis_01.png	107_kreis_02.png	JPEG\107_01.jpg	JPEG\107_02.jpg	JPEG\638_01.jpg	JPEG\638_02.jpg	1	4
108_01.jpg	108_kreis_01.png	108_kreis_02.png	JPEG\108_01.jpg	JPEG\108_02.jpg	JPEG\639_01.jpg	JPEG\639_02.jpg	1	4
109_01.jpg	109_kreis_01.png	109_kreis_02.png	JPEG\109_01.jpg	JPEG\109_02.jpg	JPEG\640_01.jpg	JPEG\640_02.jpg	1	4
110_01.jpg	110_kreis_01.png	110_kreis_02.png	JPEG\110_01.jpg	JPEG\110_02.jpg	JPEG\641_01.jpg	JPEG\641_02.jpg	1	4
112_01.jpg	112_kreis_01.png	112_kreis_02.png	JPEG\112_01.jpg	JPEG\112_02.jpg	JPEG\642_01.jpg	JPEG\642_02.jpg	1	4
113_01.jpg	113_kreis_01.png	113_kreis_02.png	JPEG\113_01.jpg	JPEG\113_02.jpg	JPEG\643_01.jpg	JPEG\643_02.jpg	1	4
